constructorId,grid,position,laps,nationality,round,circuitId,country_circuit,height,nationality_constructors,points_season,position_season,wins_season,age,weather_condition,humidity,temperature,AvgGrid,AvgFn,wins_acc
3,20,20,28,Canadian,18,22,Japan,45.0,British,0.0,21,0,27,rain,91.0,17.7,16.5,15.35,0.0
6,2,80,28,Monegasque,18,22,Japan,45.0,Italian,237.0,2,3,24,rain,91.0,17.7,6.92,6.05,53.0
9,4,90,28,Mexican,18,22,Japan,45.0,Austrian,235.0,3,2,32,rain,91.0,17.7,9.76,8.43,31.0
9,1,100,28,Dutch,18,22,Japan,45.0,Austrian,341.0,1,11,25,rain,91.0,17.7,5.47,4.08,284.0
131,6,60,28,British,18,22,Japan,45.0,German,170.0,6,0,37,rain,91.0,17.7,3.82,3.34,932.0
131,8,30,28,British,18,22,Japan,45.0,German,203.0,4,0,24,rain,91.0,17.7,12.47,11.69,0.0
210,18,0,28,Danish,18,22,Japan,45.0,American,22.0,14,0,30,rain,91.0,17.7,12.96,12.28,0.0
210,15,0,28,German,18,22,Japan,45.0,American,12.0,16,0,23,rain,91.0,17.7,15.44,15.03,0.0
51,12,0,28,Finnish,18,22,Japan,45.0,Swiss,46.0,10,0,33,rain,91.0,17.7,6.39,6.17,102.0
51,14,0,28,Chinese,18,22,Japan,45.0,Swiss,6.0,18,0,23,rain,91.0,17.7,13.06,13.55,0.0
214,7,40,28,Spanish,18,22,Japan,45.0,French,59.0,9,0,41,rain,91.0,17.7,8.59,6.21,314.0
214,5,70,28,French,18,22,Japan,45.0,French,66.0,8,0,26,rain,91.0,17.7,11.1,9.33,12.0
117,9,50,28,German,18,22,Japan,45.0,British,24.0,12,0,35,rain,91.0,17.7,6.01,5.12,463.0
117,19,0,28,Canadian,18,22,Japan,45.0,British,13.0,15,0,23,rain,91.0,17.7,13.76,11.38,0.0
213,17,0,28,French,18,22,Japan,45.0,Italian,23.0,13,0,26,rain,91.0,17.7,10.11,9.56,10.0
213,13,0,28,Japanese,18,22,Japan,45.0,Italian,11.0,17,0,22,rain,91.0,17.7,11.77,12.33,0.0
3,16,0,0,Thai,18,22,Japan,45.0,British,4.0,19,0,26,rain,91.0,17.7,10.4,9.22,0.0
6,3,0,0,Spanish,18,22,Japan,45.0,Italian,202.0,5,1,28,rain,91.0,17.7,9.68,7.86,8.0
1,11,60,53,Finnish,17,22,Japan,45.0,British,57.0,5,0,26,dry,72.0,16.0,5.38,4.82,72.0
2,9,30,53,German,17,22,Japan,45.0,German,22.0,9,0,29,dry,72.0,16.0,9.17,7.34,0.0
2,12,20,53,Polish,17,22,Japan,45.0,German,6.0,16,0,21,dry,72.0,16.0,7.94,7.14,11.0
4,5,100,53,Spanish,17,22,Japan,45.0,French,116.0,2,6,25,dry,72.0,16.0,5.83,4.55,111.0
4,6,80,53,Italian,17,22,Japan,45.0,French,63.0,3,1,33,dry,72.0,16.0,12.9,9.69,15.0
6,1,90,53,Brazilian,17,22,Japan,45.0,Italian,62.0,4,1,25,dry,72.0,16.0,5.12,4.67,84.0
7,4,50,53,Italian,17,22,Japan,45.0,Japanese,12.0,13,0,32,dry,72.0,16.0,9.12,9.15,0.0
7,3,40,53,German,17,22,Japan,45.0,Japanese,18.0,11,0,31,dry,72.0,16.0,11.3,9.76,0.0
11,7,70,53,British,17,22,Japan,45.0,Japanese,45.0,6,1,26,dry,72.0,16.0,10.49,7.72,81.0
14,21,0,51,Portuguese,17,22,Japan,45.0,Dutch,0.0,21,0,30,dry,72.0,16.0,17.94,14.11,0.0
1,13,0,52,Spanish,17,22,Japan,45.0,British,18.0,10,0,35,dry,72.0,16.0,8.5,5.75,0.0
3,10,10,52,German,17,22,Japan,45.0,British,4.0,17,0,21,dry,72.0,16.0,10.84,9.22,0.0
5,15,0,52,Italian,17,22,Japan,45.0,Italian,1.0,19,0,26,dry,72.0,16.0,15.76,12.81,0.0
8,20,0,52,Japanese,17,22,Japan,45.0,Japanese,0.0,23,0,29,dry,72.0,16.0,18.67,14.32,0.0
9,18,0,52,Dutch,17,22,Japan,45.0,Austrian,0.0,24,0,25,dry,72.0,16.0,18.0,13.0,0.0
11,8,0,52,Brazilian,17,22,Japan,45.0,Japanese,28.0,7,0,34,dry,72.0,16.0,10.56,8.89,10.0
6,2,0,36,German,17,22,Japan,45.0,Italian,116.0,1,7,37,dry,72.0,16.0,5.44,2.5,46.0
9,17,0,35,British,17,22,Japan,45.0,Austrian,14.0,12,0,35,dry,72.0,16.0,13.45,10.12,0.0
3,14,0,39,Australian,17,22,Japan,45.0,British,7.0,14,0,30,dry,72.0,16.0,9.03,7.7,9.0
5,19,0,48,American,17,22,Japan,45.0,Italian,0.0,20,0,23,dry,72.0,16.0,16.72,12.27,0.0
8,22,0,50,Japanese,17,22,Japan,45.0,Japanese,0.0,27,0,24,dry,72.0,16.0,21.83,16.6,0.0
14,16,0,20,Dutch,17,22,Japan,45.0,Dutch,0.0,22,0,27,dry,72.0,16.0,19.09,14.25,0.0
1,12,50,53,Finnish,17,22,Japan,45.0,British,34.0,7,1,25,dry,96.67,20.63,5.65,4.54,128.0
3,2,90,53,German,17,22,Japan,45.0,British,12.0,11,0,29,dry,96.67,20.63,9.52,8.07,0.0
3,13,40,53,Colombian,17,22,Japan,45.0,British,46.0,6,0,29,dry,96.67,20.63,6.84,5.0,14.0
4,11,60,53,Spanish,17,22,Japan,45.0,French,50.0,4,0,23,dry,96.67,20.63,5.75,4.13,194.0
6,1,100,53,German,17,22,Japan,45.0,Italian,136.0,1,12,35,dry,96.67,20.63,5.77,2.93,182.0
15,19,20,53,Brazilian,17,22,Japan,45.0,Swiss,11.0,12,0,23,dry,96.67,20.63,7.98,6.31,85.0
15,7,30,53,Italian,17,22,Japan,45.0,Swiss,21.0,10,0,31,dry,96.67,20.63,11.45,8.62,34.0
16,4,70,53,Japanese,17,22,Japan,45.0,British,26.0,8,0,27,dry,96.67,20.63,14.37,12.04,0.0
16,5,80,53,British,17,22,Japan,45.0,British,79.0,3,0,24,dry,96.67,20.63,8.95,6.61,82.0
1,8,0,38,British,17,22,Japan,45.0,British,24.0,9,0,33,dry,96.67,20.63,12.07,9.11,0.0
6,15,0,38,Brazilian,17,22,Japan,45.0,Italian,108.0,2,2,32,dry,96.67,20.63,9.56,7.6,13.0
7,10,0,51,French,17,22,Japan,45.0,Japanese,6.0,14,0,38,dry,96.67,20.63,11.19,11.0,0.0
17,17,0,51,German,17,22,Japan,45.0,Irish,2.0,19,0,22,dry,96.67,20.63,11.94,8.59,0.0
4,9,10,52,Canadian,17,22,Japan,45.0,French,0.0,23,0,33,dry,96.67,20.63,12.6,10.48,0.0
7,6,0,52,Italian,17,22,Japan,45.0,Japanese,46.0,5,1,30,dry,96.67,20.63,8.11,8.31,10.0
17,16,0,52,German,17,22,Japan,45.0,Irish,3.0,18,0,27,dry,96.67,20.63,10.24,8.01,0.0
19,14,0,52,Austrian,17,22,Japan,45.0,British,3.0,16,0,21,dry,96.67,20.63,12.59,10.61,0.0
18,20,0,41,Hungarian,17,22,Japan,45.0,Italian,1.0,20,0,23,dry,96.67,20.63,19.0,13.22,0.0
18,18,0,50,Italian,17,22,Japan,45.0,Italian,0.0,25,0,23,dry,96.67,20.63,18.27,16.0,0.0
19,3,0,20,Australian,17,22,Japan,45.0,British,7.0,13,0,28,dry,96.67,20.63,8.97,7.78,9.0
1,8,90,53,Finnish,16,22,Japan,45.0,British,83.0,2,1,24,rain,98.33,21.6,5.78,4.26,143.0
1,7,80,53,British,16,22,Japan,45.0,British,45.0,7,1,32,rain,98.33,21.6,11.5,8.55,15.0
4,20,60,53,Italian,16,22,Japan,45.0,French,29.0,8,0,29,rain,98.33,21.6,8.01,8.12,11.0
6,1,100,53,Brazilian,16,22,Japan,45.0,Italian,55.0,5,1,31,rain,98.33,21.6,8.74,7.18,20.0
6,14,30,53,German,16,22,Japan,45.0,Italian,92.0,1,6,34,rain,98.33,21.6,5.6,3.17,239.0
7,3,40,53,Brazilian,16,22,Japan,45.0,Japanese,8.0,13,0,30,rain,98.33,21.6,11.38,9.67,0.0
7,4,10,53,French,16,22,Japan,45.0,Japanese,6.0,15,0,37,rain,98.33,21.6,9.93,10.39,0.0
15,11,20,53,German,16,22,Japan,45.0,Swiss,6.0,14,0,26,rain,98.33,21.6,10.62,8.26,0.0
16,9,70,53,British,16,22,Japan,45.0,British,12.0,12,0,23,rain,98.33,21.6,9.31,6.71,82.0
19,6,0,53,Australian,16,22,Japan,45.0,British,17.0,9,0,27,rain,98.33,21.6,9.1,7.83,9.0
18,17,0,51,Dutch,16,22,Japan,45.0,Italian,0.0,21,0,31,rain,98.33,21.6,18.33,12.89,0.0
17,15,0,51,Irish,16,22,Japan,45.0,Irish,1.0,18,0,28,rain,98.33,21.6,16.75,12.0,0.0
3,19,0,52,German,16,22,Japan,45.0,British,58.0,4,2,28,rain,98.33,21.6,8.81,7.36,11.0
19,10,0,52,British,16,22,Japan,45.0,British,1.0,19,0,25,rain,98.33,21.6,16.45,12.83,0.0
4,5,0,17,Spanish,16,22,Japan,45.0,French,55.0,6,1,22,rain,98.33,21.6,6.04,4.15,197.0
15,12,0,9,German,16,22,Japan,45.0,Swiss,13.0,10,0,36,rain,98.33,21.6,13.87,9.25,0.0
3,2,0,9,Colombian,16,22,Japan,45.0,British,82.0,3,2,28,rain,98.33,21.6,6.05,4.48,27.0
18,18,0,50,Danish,16,22,Japan,45.0,Italian,0.0,22,0,25,rain,98.33,21.6,19.25,13.0,0.0
17,16,0,33,Italian,16,22,Japan,45.0,Irish,12.0,11,1,30,rain,98.33,21.6,11.78,8.79,47.0
1,4,80,53,Finnish,17,22,Japan,45.0,British,20.0,6,0,23,dry,83.0,18.77,5.73,4.27,143.0
3,6,70,53,Colombian,17,22,Japan,45.0,British,47.0,3,0,27,dry,83.0,18.77,5.36,4.31,27.0
6,2,90,53,Brazilian,17,22,Japan,45.0,Italian,71.0,2,4,30,dry,83.0,18.77,8.1,6.71,35.0
6,1,100,53,German,17,22,Japan,45.0,Italian,134.0,1,10,33,dry,83.0,18.77,4.86,2.78,335.0
17,7,60,53,Japanese,17,22,Japan,45.0,Irish,0.0,21,0,25,dry,83.0,18.77,14.46,11.64,0.0
18,19,10,51,Australian,17,22,Japan,45.0,Italian,2.0,15,0,26,dry,83.0,18.77,10.42,8.19,9.0
4,10,50,52,British,17,22,Japan,45.0,French,13.0,7,0,22,dry,83.0,18.77,9.44,6.82,82.0
7,13,30,52,Finnish,17,22,Japan,45.0,Japanese,2.0,16,0,35,dry,83.0,18.77,13.19,9.9,0.0
15,12,40,52,German,17,22,Japan,45.0,Swiss,7.0,10,0,25,dry,83.0,18.77,10.56,8.24,0.0
19,14,20,52,British,17,22,Japan,45.0,British,8.0,9,0,36,dry,83.0,18.77,15.19,7.33,0.0
3,5,0,48,German,17,22,Japan,45.0,British,42.0,4,1,27,dry,83.0,18.77,7.91,7.11,26.0
16,9,0,27,Canadian,17,22,Japan,45.0,British,4.0,12,0,31,dry,83.0,18.77,12.27,9.62,0.0
17,8,0,37,Italian,17,22,Japan,45.0,Irish,7.0,11,0,29,dry,83.0,18.77,11.64,8.6,47.0
1,3,0,7,British,17,22,Japan,45.0,British,41.0,5,1,31,dry,83.0,18.77,10.79,7.99,25.0
18,20,0,14,Malaysian,17,22,Japan,45.0,Italian,0.0,19,0,26,dry,83.0,18.77,19.33,12.5,0.0
15,15,0,3,Brazilian,17,22,Japan,45.0,Swiss,4.0,13,0,21,dry,83.0,18.77,8.45,6.41,85.0
19,17,0,39,Spanish,17,22,Japan,45.0,British,0.0,20,0,31,dry,83.0,18.77,13.96,8.5,0.0
7,18,0,0,British,17,22,Japan,45.0,Japanese,0.0,18,0,32,dry,83.0,18.77,15.73,11.43,0.0
4,11,0,32,Italian,17,22,Japan,45.0,French,9.0,8,0,28,dry,83.0,18.77,8.08,8.0,11.0
16,16,0,8,French,17,22,Japan,45.0,British,3.0,14,0,36,dry,83.0,18.77,10.62,10.12,0.0
1,7,80,53,British,17,22,Japan,45.0,British,61.0,2,2,30,dry,90.0,14.93,10.02,7.31,50.0
1,5,70,53,Finnish,17,22,Japan,45.0,British,34.0,5,2,33,dry,90.0,14.93,4.67,4.11,7.0
3,3,50,53,German,17,22,Japan,45.0,British,48.0,4,3,26,dry,90.0,14.93,7.26,6.68,53.0
3,2,90,53,Colombian,17,22,Japan,45.0,British,25.0,6,1,26,dry,90.0,14.93,5.29,4.23,29.0
6,4,60,53,Brazilian,17,22,Japan,45.0,Italian,54.0,3,0,29,dry,90.0,14.93,7.7,6.4,35.0
6,1,100,53,German,17,22,Japan,45.0,Italian,113.0,1,8,32,dry,90.0,14.93,4.35,2.58,410.0
22,9,40,53,British,17,22,Japan,45.0,Italian,2.0,17,0,21,dry,90.0,14.93,10.23,7.19,82.0
15,12,0,5,Finnish,17,22,Japan,45.0,Swiss,9.0,10,0,22,dry,90.0,14.93,6.25,4.5,143.0
17,11,0,5,French,17,22,Japan,45.0,Irish,5.0,15,0,37,dry,90.0,14.93,14.12,8.8,0.0
16,17,0,51,French,17,22,Japan,45.0,British,5.0,14,0,35,dry,90.0,14.93,10.86,9.54,0.0
21,21,0,51,Dutch,17,22,Japan,45.0,British,1.0,18,0,29,dry,90.0,14.93,18.26,11.4,0.0
21,20,0,51,Brazilian,17,22,Japan,45.0,British,0.0,21,0,23,dry,90.0,14.93,17.63,11.57,0.0
15,10,20,52,German,17,22,Japan,45.0,Swiss,12.0,8,0,24,dry,90.0,14.93,10.47,8.09,0.0
16,14,10,52,Canadian,17,22,Japan,45.0,British,12.0,7,0,30,dry,90.0,14.93,12.01,9.06,0.0
18,18,0,52,Spanish,17,22,Japan,45.0,Italian,0.0,23,0,20,dry,90.0,14.93,7.59,4.82,197.0
17,8,30,52,Italian,17,22,Japan,45.0,Irish,12.0,9,0,27,dry,90.0,14.93,7.95,7.87,11.0
20,15,0,52,German,17,22,Japan,45.0,French,6.0,13,0,34,dry,90.0,14.93,12.07,9.04,0.0
22,6,0,47,Italian,17,22,Japan,45.0,Italian,8.0,11,0,28,dry,90.0,14.93,12.04,8.74,47.0
20,19,0,42,Czech,17,22,Japan,45.0,French,0.0,24,0,25,dry,90.0,14.93,20.0,14.0,0.0
19,16,0,45,Spanish,17,22,Japan,45.0,British,3.0,16,0,30,dry,90.0,14.93,13.69,9.11,0.0
19,13,0,24,British,17,22,Japan,45.0,British,6.0,12,0,35,dry,90.0,14.93,13.97,7.17,0.0
1,3,80,53,British,16,22,Japan,45.0,British,63.0,3,3,29,rain,94.0,18.27,9.33,6.83,78.0
1,2,90,53,Finnish,16,22,Japan,45.0,British,80.0,2,4,32,rain,94.0,18.27,3.76,3.0,31.0
3,5,60,53,British,16,22,Japan,45.0,British,10.0,9,0,20,rain,94.0,18.27,10.37,7.25,82.0
6,4,70,53,Brazilian,16,22,Japan,45.0,Italian,55.0,4,1,28,rain,94.0,18.27,7.43,6.09,40.0
6,1,100,53,German,16,22,Japan,45.0,Italian,88.0,1,7,31,rain,94.0,18.27,4.04,2.47,473.0
18,22,0,51,Argentine,16,22,Japan,45.0,Italian,0.0,21,0,25,rain,94.0,18.27,21.47,12.8,0.0
15,19,10,52,Finnish,16,22,Japan,45.0,Swiss,6.0,11,0,33,rain,94.0,18.27,13.76,8.8,0.0
15,20,0,52,Brazilian,16,22,Japan,45.0,Swiss,0.0,17,0,30,rain,94.0,18.27,15.31,9.56,0.0
16,9,50,52,Canadian,16,22,Japan,45.0,British,14.0,7,0,29,rain,94.0,18.27,11.47,8.79,0.0
16,18,20,52,Brazilian,16,22,Japan,45.0,British,3.0,14,0,24,rain,94.0,18.27,14.2,9.5,0.0
17,15,0,52,Italian,16,22,Japan,45.0,Irish,6.0,10,0,26,rain,94.0,18.27,7.88,7.97,11.0
19,7,30,52,British,16,22,Japan,45.0,British,3.0,13,0,34,rain,94.0,18.27,12.96,8.32,0.0
19,10,40,52,British,16,22,Japan,45.0,British,0.0,18,0,36,rain,94.0,18.27,13.38,9.75,0.0
21,13,0,52,Spanish,16,22,Japan,45.0,British,2.0,16,0,29,rain,94.0,18.27,13.68,9.57,0.0
22,12,0,52,Italian,16,22,Japan,45.0,Italian,18.0,6,0,27,rain,94.0,18.27,11.86,8.6,47.0
18,21,0,46,Spanish,16,22,Japan,45.0,Italian,0.0,19,0,26,rain,94.0,18.27,20.06,12.9,0.0
20,17,0,19,French,16,22,Japan,45.0,French,0.0,22,0,36,rain,94.0,18.27,15.28,9.28,0.0
21,14,0,9,Dutch,16,22,Japan,45.0,British,5.0,12,0,28,rain,94.0,18.27,16.83,11.16,0.0
20,16,0,41,German,16,22,Japan,45.0,French,0.0,20,0,23,rain,94.0,18.27,11.09,8.23,0.0
17,8,0,29,German,16,22,Japan,45.0,Irish,11.0,8,0,33,rain,94.0,18.27,10.95,8.77,0.0
3,6,0,41,German,16,22,Japan,45.0,British,24.0,5,0,25,rain,94.0,18.27,7.42,6.53,53.0
22,11,0,37,Austrian,16,22,Japan,45.0,Italian,2.0,15,0,26,rain,94.0,18.27,14.31,10.0,0.0
1,17,100,53,Finnish,18,22,Japan,45.0,British,94.0,2,6,25,dry,86.67,19.37,5.43,4.51,118.0
3,7,70,53,Australian,18,22,Japan,45.0,British,29.0,10,0,29,dry,86.67,19.37,8.8,7.55,9.0
4,16,80,53,Spanish,18,22,Japan,45.0,French,117.0,1,6,24,dry,86.67,19.37,5.45,4.09,188.0
4,3,90,53,Italian,18,22,Japan,45.0,French,45.0,5,1,32,dry,86.67,19.37,11.36,8.81,33.0
6,9,0,53,Brazilian,18,22,Japan,45.0,Italian,38.0,7,0,33,dry,86.67,19.37,10.52,8.51,10.0
6,14,40,53,German,18,22,Japan,45.0,Italian,60.0,4,1,36,dry,86.67,19.37,7.06,3.57,62.0
7,1,30,53,German,18,22,Japan,45.0,Japanese,38.0,8,0,30,dry,86.67,19.37,10.31,8.54,0.0
9,6,50,53,British,18,22,Japan,45.0,Austrian,21.0,12,0,34,dry,86.67,19.37,12.91,9.57,0.0
9,4,20,53,Austrian,18,22,Japan,45.0,Austrian,5.0,18,0,22,dry,86.67,19.37,11.93,10.29,0.0
15,10,10,53,Brazilian,18,22,Japan,45.0,Swiss,8.0,14,0,24,dry,86.67,19.37,6.66,5.76,85.0
15,8,0,53,Canadian,18,22,Japan,45.0,Swiss,9.0,13,0,34,dry,86.67,19.37,12.61,10.52,0.0
16,2,60,53,British,18,22,Japan,45.0,British,32.0,9,0,25,dry,86.67,19.37,9.69,7.3,82.0
16,5,0,52,Japanese,18,22,Japan,45.0,British,1.0,23,0,28,dry,86.67,19.37,16.29,13.59,0.0
18,15,0,51,Dutch,18,22,Japan,45.0,Italian,0.0,25,0,24,dry,86.67,19.37,18.0,13.83,0.0
17,11,0,51,Indian,18,22,Japan,45.0,Irish,5.0,17,0,28,dry,86.67,19.37,17.0,13.38,0.0
17,20,0,52,Portuguese,18,22,Japan,45.0,Irish,7.0,15,0,29,dry,86.67,19.37,17.6,13.3,0.0
1,18,0,0,Colombian,18,22,Japan,45.0,British,60.0,3,3,30,dry,86.67,19.37,7.6,4.4,11.0
3,12,0,9,Brazilian,18,22,Japan,45.0,British,2.0,22,0,25,dry,86.67,19.37,13.33,15.0,0.0
7,19,0,9,Italian,18,22,Japan,45.0,Japanese,43.0,6,0,31,dry,86.67,19.37,8.34,8.66,0.0
18,13,0,49,Dutch,18,22,Japan,45.0,Italian,4.0,19,0,26,dry,86.67,19.37,18.17,14.0,0.0
1,2,100,53,Finnish,16,22,Japan,45.0,British,66.0,2,4,31,dry,76.67,16.07,3.24,2.78,75.0
3,9,60,53,German,16,22,Japan,45.0,British,33.0,6,0,24,dry,76.67,16.07,7.69,6.27,53.0
6,1,90,53,German,16,22,Japan,45.0,Italian,38.0,5,2,30,dry,76.67,16.07,3.92,2.5,494.0
6,5,80,53,British,16,22,Japan,45.0,Italian,70.0,1,4,33,dry,76.67,16.07,10.94,6.26,29.0
17,4,70,53,German,16,22,Japan,45.0,Irish,51.0,3,2,32,dry,76.67,16.07,9.72,7.28,12.0
21,21,0,51,Spanish,16,22,Japan,45.0,British,1.0,18,0,28,dry,76.67,16.07,15.28,9.86,0.0
15,10,50,52,French,16,22,Japan,45.0,Swiss,1.0,16,0,35,dry,76.67,16.07,14.43,9.5,0.0
15,17,0,52,Brazilian,16,22,Japan,45.0,Swiss,3.0,14,0,29,dry,76.67,16.07,15.24,9.08,0.0
16,11,20,52,Canadian,16,22,Japan,45.0,British,0.0,23,0,28,dry,76.67,16.07,11.35,8.74,0.0
16,18,0,52,Brazilian,16,22,Japan,45.0,British,0.0,21,0,23,dry,76.67,16.07,14.84,10.12,0.0
22,15,10,52,Austrian,16,22,Japan,45.0,Italian,3.0,13,0,25,dry,76.67,16.07,13.53,9.48,0.0
24,13,30,52,Brazilian,16,22,Japan,45.0,British,21.0,7,0,27,dry,76.67,16.07,7.34,6.05,41.0
24,8,40,52,British,16,22,Japan,45.0,British,15.0,8,1,35,dry,76.67,16.07,12.18,8.94,2.0
18,22,0,43,Italian,16,22,Japan,45.0,Italian,0.0,22,0,28,dry,76.67,16.07,20.14,11.83,0.0
22,14,0,47,Italian,16,22,Japan,45.0,Italian,13.0,9,0,26,dry,76.67,16.07,11.75,8.56,47.0
20,7,0,3,Italian,16,22,Japan,45.0,French,7.0,11,0,25,dry,76.67,16.07,8.13,7.96,11.0
3,8,0,0,Italian,16,22,Japan,45.0,British,0.0,19,0,33,dry,76.67,16.07,12.69,8.8,0.0
18,20,0,31,Spanish,16,22,Japan,45.0,Italian,1.0,17,0,25,dry,76.67,16.07,20.31,12.05,0.0
21,19,0,43,Japanese,16,22,Japan,45.0,British,0.0,20,0,25,dry,76.67,16.07,20.27,12.0,0.0
1,3,0,39,British,16,22,Japan,45.0,British,48.0,4,2,28,dry,76.67,16.07,8.73,6.54,93.0
20,6,0,19,French,16,22,Japan,45.0,French,2.0,15,0,33,dry,76.67,16.07,11.06,9.61,0.0
17,12,0,21,British,16,22,Japan,45.0,Irish,7.0,12,0,39,dry,76.67,16.07,10.15,7.0,0.0
1,3,80,51,British,16,22,Japan,45.0,British,52.0,3,1,27,dry,90.0,14.73,8.22,6.23,105.0
1,2,100,51,Finnish,16,22,Japan,45.0,British,90.0,1,7,30,dry,90.0,14.73,2.84,2.53,137.0
3,6,50,51,Canadian,16,22,Japan,45.0,British,20.0,5,0,27,dry,90.0,14.73,10.7,8.24,0.0
3,5,60,51,German,16,22,Japan,45.0,British,15.0,9,0,31,dry,90.0,14.73,9.31,7.15,12.0
6,4,90,51,British,16,22,Japan,45.0,Italian,41.0,4,0,32,dry,90.0,14.73,9.82,5.63,29.0
15,12,40,51,French,16,22,Japan,45.0,Swiss,9.0,11,0,34,dry,90.0,14.73,13.36,8.89,0.0
17,8,70,51,British,16,22,Japan,45.0,Irish,17.0,6,1,38,dry,90.0,14.73,9.48,6.53,3.0
22,10,30,51,Italian,16,22,Japan,45.0,Italian,16.0,8,0,25,dry,90.0,14.73,11.4,8.39,47.0
18,21,0,28,Argentine,16,22,Japan,45.0,Italian,0.0,19,0,20,dry,90.0,14.73,20.67,14.0,0.0
25,17,0,28,Japanese,16,22,Japan,45.0,British,0.0,21,0,24,dry,90.0,14.73,19.07,12.1,0.0
15,11,10,50,British,16,22,Japan,45.0,Swiss,1.0,15,0,34,dry,90.0,14.73,12.02,8.75,2.0
22,9,20,50,Austrian,16,22,Japan,45.0,Italian,17.0,7,0,24,dry,90.0,14.73,12.28,8.62,0.0
20,13,0,50,French,16,22,Japan,45.0,French,0.0,22,0,32,dry,90.0,14.73,11.77,10.09,0.0
17,7,0,13,German,16,22,Japan,45.0,Irish,14.0,10,0,23,dry,90.0,14.73,7.8,6.34,53.0
24,19,0,21,Dutch,16,22,Japan,45.0,British,0.0,23,0,26,dry,90.0,14.73,16.78,11.25,0.0
21,15,0,14,Finnish,16,22,Japan,45.0,British,3.0,13,0,31,dry,90.0,14.73,13.55,8.71,0.0
24,16,0,25,Brazilian,16,22,Japan,45.0,British,4.0,12,0,26,dry,90.0,14.73,7.75,6.12,41.0
18,20,0,40,Japanese,16,22,Japan,45.0,Italian,0.0,18,0,27,dry,90.0,14.73,20.0,11.56,0.0
21,18,0,2,Brazilian,16,22,Japan,45.0,British,3.0,14,0,28,dry,90.0,14.73,15.64,9.25,0.0
25,0,0,0,Brazilian,16,22,Japan,45.0,British,0.0,20,0,30,dry,90.0,14.73,16.4,10.67,0.0
20,14,0,48,Italian,16,22,Japan,45.0,French,1.0,16,0,24,dry,90.0,14.73,8.54,8.07,11.0
6,1,0,31,German,16,22,Japan,45.0,Italian,86.0,2,6,29,dry,90.0,14.73,3.82,2.5,537.0
1,4,70,53,Finnish,16,22,Japan,45.0,British,14.0,10,0,29,dry,76.0,12.77,3.47,2.92,137.0
3,6,90,53,German,16,22,Japan,45.0,British,35.0,3,1,30,dry,76.0,12.77,8.45,6.65,24.0
6,2,100,53,German,16,22,Japan,45.0,Italian,68.0,2,4,28,dry,76.0,12.77,3.81,2.53,569.0
6,3,80,53,British,16,22,Japan,45.0,Italian,18.0,8,0,31,dry,76.0,12.77,9.72,5.67,29.0
15,8,50,53,British,16,22,Japan,45.0,Swiss,14.0,11,0,33,dry,76.0,12.77,11.64,7.88,2.0
17,9,40,53,Italian,16,22,Japan,45.0,Irish,20.0,7,0,24,dry,76.0,12.77,11.14,8.22,47.0
17,13,20,53,German,16,22,Japan,45.0,Irish,13.0,12,0,22,dry,76.0,12.77,7.83,6.32,53.0
22,7,60,53,French,16,22,Japan,45.0,Italian,34.0,4,0,33,dry,76.0,12.77,12.31,7.9,0.0
22,5,30,53,Austrian,16,22,Japan,45.0,Italian,24.0,6,1,38,dry,76.0,12.77,9.08,6.45,6.0
3,1,0,53,Canadian,16,22,Japan,45.0,British,77.0,1,7,26,dry,76.0,12.77,9.73,7.62,52.0
21,16,0,52,Brazilian,16,22,Japan,45.0,British,2.0,17,0,27,dry,76.0,12.77,16.04,9.23,0.0
21,17,0,52,British,16,22,Japan,45.0,British,7.0,13,0,37,dry,76.0,12.77,10.7,7.19,3.0
25,21,0,52,Dutch,16,22,Japan,45.0,British,0.0,22,0,25,dry,76.0,12.77,17.36,11.15,0.0
1,11,10,52,British,16,22,Japan,45.0,British,30.0,5,2,26,dry,76.0,12.77,8.18,6.17,123.0
18,19,0,8,Japanese,16,22,Japan,45.0,Italian,0.0,25,0,34,dry,76.0,12.77,20.57,11.17,0.0
20,10,0,36,French,16,22,Japan,45.0,French,16.0,9,0,31,dry,76.0,12.77,11.45,9.57,0.0
25,22,0,46,Finnish,16,22,Japan,45.0,British,2.0,18,0,30,dry,76.0,12.77,14.7,8.81,0.0
18,20,0,46,Brazilian,16,22,Japan,45.0,Italian,0.0,26,0,21,dry,76.0,12.77,19.26,12.57,0.0
24,12,0,6,Brazilian,16,22,Japan,45.0,British,6.0,14,0,25,dry,76.0,12.77,7.96,6.21,41.0
24,14,0,3,Danish,16,22,Japan,45.0,British,0.0,21,0,24,dry,76.0,12.77,16.84,10.0,0.0
20,15,0,22,Japanese,16,22,Japan,45.0,French,2.0,19,0,26,dry,76.0,12.77,18.07,10.38,0.0
15,0,0,0,Italian,16,22,Japan,45.0,Swiss,0.0,23,0,29,dry,76.0,12.77,13.71,9.8,0.0
1,8,30,52,British,16,22,Japan,45.0,British,18.0,7,0,25,dry,91.67,17.8,8.14,6.12,125.0
1,5,80,52,Finnish,16,22,Japan,45.0,British,27.0,5,0,28,dry,91.67,17.8,4.02,3.25,137.0
3,2,100,52,British,16,22,Japan,45.0,British,87.0,1,7,36,dry,91.67,17.8,8.16,5.47,76.0
