raceId,weather_condition,humidity,wmo_code
368,dry,68.0,0.0
333,rain,69.33333333333333,51.0
384,dry,68.66666666666667,0.0
399,rain,83.0,51.0
417,dry,79.33333333333333,1.0
254,dry,81.66666666666667,1.0
258,dry,69.0,1.0
421,dry,74.66666666666667,3.0
451,dry,68.0,0.0
256,dry,37.0,1.0
288,dry,71.0,2.0
320,dry,82.66666666666667,1.0
304,dry,73.66666666666667,1.0
272,dry,70.66666666666667,1.0
336,dry,61.333333333333336,0.0
371,dry,78.0,3.0
387,dry,84.0,1.0
403,dry,47.333333333333336,3.0
419,dry,77.66666666666667,0.0
435,dry,57.666666666666664,2.0
273,dry,40.0,1.0
434,dry,25.0,0.0
289,dry,27.666666666666668,0.0
437,dry,42.0,1.0
466,dry,17.666666666666668,0.0
467,rain,55.333333333333336,51.0
500,dry,53.0,3.0
545,dry,78.33333333333333,3.0
529,rain,74.0,51.0
514,dry,65.0,2.0
561,rain,66.0,51.0
578,rain,63.0,51.0
592,dry,49.333333333333336,3.0
607,rain,62.0,53.0
632,dry,39.333333333333336,1.0
621,rain,71.66666666666667,51.0
643,dry,61.666666666666664,1.0
290,dry,80.0,0.0
275,rain,82.0,53.0
656,dry,60.0,1.0
679,rain,57.333333333333336,51.0
667,dry,49.666666666666664,2.0
310,dry,91.33333333333333,3.0
326,rain,93.33333333333333,51.0
359,dry,90.33333333333333,1.0
375,dry,81.33333333333333,0.0
401,dry,84.33333333333333,0.0
418,dry,96.0,1.0
655,dry,90.0,0.0
666,dry,84.66666666666667,0.0
678,dry,76.66666666666667,1.0
689,dry,96.33333333333333,3.0
698,dry,91.33333333333333,0.0
943,dry,60.333333333333336,1.0
966,dry,47.333333333333336,2.0
718,dry,88.66666666666667,0.0
727,dry,96.0,3.0
708,dry,74.66666666666667,0.0
986,dry,44.333333333333336,1.0
1027,rain,60.0,51.0
1007,dry,61.666666666666664,1.0
1070,dry,35.666666666666664,1.0
1094,dry,45.0,0.0
305,dry,72.0,1.0
321,dry,66.0,1.0
327,dry,40.333333333333336,0.0
360,dry,26.666666666666668,0.0
362,dry,37.666666666666664,0.0
378,dry,52.666666666666664,0.0
393,dry,56.666666666666664,0.0
426,dry,55.666666666666664,0.0
411,rain,71.66666666666667,51.0
454,dry,55.0,1.0
477,dry,35.333333333333336,0.0
504,dry,52.666666666666664,3.0
535,dry,52.0,3.0
567,dry,59.0,1.0
584,dry,47.0,0.0
612,dry,46.666666666666664,0.0
996,dry,59.333333333333336,2.0
1017,dry,45.666666666666664,0.0
1059,rain,63.0,51.0
636,rain,62.666666666666664,51.0
1085,dry,43.0,0.0
353,rain,88.0,53.0
856,dry,66.66666666666667,2.0
875,dry,70.0,0.0
388,dry,69.66666666666667,0.0
372,rain,84.33333333333333,51.0
356,dry,69.0,0.0
894,dry,73.66666666666667,2.0
404,dry,69.0,0.0
436,dry,63.333333333333336,0.0
420,dry,70.33333333333333,0.0
452,dry,74.33333333333333,0.0
377,dry,44.666666666666664,1.0
468,dry,86.0,1.0
484,rain,82.66666666666667,53.0
528,dry,59.333333333333336,0.0
392,rain,93.33333333333333,51.0
410,dry,71.0,0.0
425,dry,64.66666666666667,0.0
443,dry,81.66666666666667,0.0
473,dry,63.333333333333336,0.0
458,dry,74.33333333333333,1.0
412,rain,61.0,51.0
433,dry,71.0,3.0
465,dry,65.33333333333333,1.0
445,dry,58.0,2.0
505,dry,56.333333333333336,3.0
476,dry,53.0,1.0
